2 3 3 0 3 3 3 2 3 2 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 1 1 1 2 0 1 1 2 1 
1 1 1 1 2 0 1 1 2 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 1 1 1 2 0 1 1 2 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 1 1 1 2 0 1 1 2 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 1 1 1 2 0 1 1 2 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 1 1 1 2 0 1 1 2 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 1 1 1 2 0 1 1 2 1 
1 2 1 1 2 0 1 1 1 1 
1 1 1 1 2 0 1 1 2 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 1 1 1 2 0 1 1 2 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
1 2 1 1 2 0 1 1 1 1 
