13 1 0 6 14 7 9 13 3 2 12 7 8 10 3 9 12 8 2 4 6 5 10 12 0 10 6 5 3 11 13 4 3 7 1 1 4 4 3 14 11 7 3 3 0 3 1 12 9 8 1 12 11 2 2 8 8 10 5 9 4 1 4 1 1 9 3 5 2 7 13 2 5 5 5 6 13 10 1 2 1 8 7 10 0 2 11 3 9 3 4 13 14 6 6 10 4 6 1 5 9 15 9 3 9 5 11 8 8 10 10 4 10 7 8 12 3 10 8 14 10 4 14 3 3 5 9 2 9 1 11 7 9 10 3 4 10 14 10 12 8 5 4 3 1 4 6 11 15 14 
12 1 0 6 14 7 8 13 3 2 12 7 8 10 3 9 12 8 2 4 6 5 10 12 0 10 6 5 3 11 13 7 3 7 1 1 4 4 3 14 11 6 3 3 0 3 1 11 9 8 1 12 11 2 2 7 8 10 5 9 5 1 4 1 1 9 3 5 2 7 13 2 5 5 5 6 13 12 1 2 1 8 7 10 0 2 11 3 9 3 4 13 14 6 6 10 4 6 1 5 9 15 9 3 9 5 13 8 8 10 10 4 10 7 8 12 3 10 8 14 13 4 14 3 3 5 9 2 9 1 11 5 9 10 3 4 10 14 8 12 8 4 5 3 1 4 6 11 15 14 
13 1 0 6 14 7 9 13 3 2 12 7 8 10 3 9 12 8 2 4 6 5 10 12 0 10 6 5 3 11 13 7 3 7 1 1 4 4 3 14 11 7 3 3 0 3 1 10 9 8 1 12 11 2 2 7 8 10 5 9 6 1 4 1 1 5 3 5 2 7 13 2 5 5 5 6 13 10 1 2 1 8 7 10 0 2 11 3 9 3 4 13 14 6 6 10 4 6 1 5 9 15 9 3 9 5 10 8 8 10 10 4 10 7 8 12 3 10 8 13 11 4 14 3 3 4 8 2 9 1 11 7 9 10 3 4 10 14 9 12 8 5 5 3 1 4 6 11 15 14 
