40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
34.0 -0.20000000298023224 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
37.0 -0.800000011920929 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
37.0 -0.800000011920929 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
40.0 -1.0 8.0 
