886.0 -1.7999999523162842 5.0 
898.0 -2.5999999046325684 55.0 
924.0 -2.5999999046325684 5.0 
886.0 -1.7999999523162842 5.0 
882.0 0.0 5.0 
924.0 -2.5999999046325684 5.0 
886.0 -1.7999999523162842 5.0 
924.0 -2.5999999046325684 5.0 
882.0 0.0 5.0 
898.0 -2.5999999046325684 55.0 
898.0 -2.5999999046325684 55.0 
924.0 -2.5999999046325684 5.0 
886.0 -1.7999999523162842 5.0 
898.0 -2.5999999046325684 55.0 
882.0 0.0 5.0 
898.0 -2.5999999046325684 55.0 
882.0 0.0 5.0 
924.0 -2.5999999046325684 5.0 
898.0 -2.5999999046325684 55.0 
924.0 -2.5999999046325684 5.0 
924.0 -2.5999999046325684 5.0 
882.0 0.0 5.0 
924.0 -2.5999999046325684 5.0 
882.0 0.0 5.0 
898.0 -2.5999999046325684 55.0 
924.0 -2.5999999046325684 5.0 
882.0 0.0 5.0 
903.0 -1.7999999523162842 5.0 
899.0 -0.800000011920929 5.0 
899.0 -0.800000011920929 5.0 
899.0 -0.800000011920929 5.0 
899.0 -0.800000011920929 5.0 
899.0 -0.800000011920929 5.0 
926.0 -2.5999999046325684 5.0 
905.0 -0.800000011920929 5.0 
908.0 -0.800000011920929 5.0 
908.0 -0.800000011920929 5.0 
923.0 -0.800000011920929 5.0 
884.0 0.0 55.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
885.0 0.0 5.0 
